,BOOK NAME,AUTHOR,PAGES
476,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction,Grady Hendrix,514
477,Drawing as a Sacred Activity: Simple Steps to Explore Your Feelings and Heal Your Consciousness,Heather Williams,437
478,Piano For Dummies,Blake Neely,501
479,Collins Complete Photography Course,John  Garrett,473
480,Bibliophile: An Illustrated Miscellany,Jane Mount,931
481,The Andy Cohen Diaries: A Deep Look at a Shallow Year,Andy Cohen,500
482,Warm-ups before singing: The Handbook,Benedikt Lorse,143
483,LGBTQ Comedic Monologues That Are Actually Funny,Alisha Gaddis,197
484,How to Draw Manga for the Beginner: Step by Step Guides in Drawing Anime Characters,William Dela Peña Jr.,99
485,"C'mon, Get Happy . . .: Fear and Loathing on the Partridge Family Bus",David Cassidy,300
486,Stella Adler: The Art of Acting,Howard Kissel,321
487,How To Improvise When Playing Piano & Keyboard,Lee Gabor,120
488,Marvel Comics: The Untold Story,Sean Howe,810
489,Speak with Distinction: The Classic Skinner Method to Speech on the Stage,Edith Skinner,583
490,Coreyography: A Memoir,Corey Feldman,326
491,Fleabag: The Special Edition (NHB Modern Plays),Phoebe Waller-Bridge,106
492,Funk Keyboard for Beginners,Mark Harrison,29
493,The 2 Position Guitar Scale System: Scales and Arpeggios,Graham Tippett,53
494,The Art of Dramatic Writing: Its Basis in the Creative Interpretation of Human Motives,Lajos Egri,395
495,Sacred Geometry,Miranda Lundy,37
496,Song: A Guide to Art Song Style and Literature,Carol Kimball,1293
497,Draw in 4! Over 100 4-Step Sketches to Boost Your Drawing Confidence,Ben Crothers,137
498,Choir Boy,Tarell Alvin McCraney,146
499,Understanding Audio: Getting the Most Out of Your Project or Professional Recording Studio,Daniel M. Thompson,595
500,Serving the Servant: Remembering Kurt Cobain,Danny Goldberg,338
501,Resurrecting Easter: How the West Lost and the East Kept the Original Easter Vision,John Dominic Crossan,425
502,"Outlaw: Waylon, Willie, Kris, and the Renegades of Nashville",Michael Streissguth,385
503,Between Riverside and Crazy (TCG Edition),Stephen Adly Guirgis,88
504,The Motherfucker with the Hat (TCG Edition),Stephen Adly Guirgis,82
505,The Human Body In Color Volume 2,Speedy Publishing,101
506,Creative Fashion Drawing,Noel Chapman,400
507,Contemporary American Monologues for Men,CSPtrade,193
508,"The Where, the Why, and the How: 75 Artists Illustrate Wondrous Mysteries of Science",Matt Lamothe,233
509,Straight White Men / Untitled Feminist Show,Young Jean Lee,171
510,Guitar Theory For Dummies: Book + Online Video & Audio Instruction,Desi Serna,486
511,Common Sense Tone Sequences for Contemporary Jazz Improvisation: Common Tones Exercises and Transcriptions,Olegario Diaz,264
512,"The Hotel on Place Vendome: Life, Death, and Betrayal at the Hotel Ritz in Paris",Tilar J. Mazzeo,380
513,Broad Strokes: 15 Women Who Made Art and Made History (in That Order),Bridget Quinn,296
514,Best of Guitar Classics: 50 Famous Concert Pieces,Martin Hegel,75
515,Living Like a Runaway: A Memoir,Lita Ford,357
516,Teen Girls' Comedic Monologues That Are Actually Funny,Alisha Gaddis,287
517,Doodle Inspiration - Learn How To Doodle,Janet Giessl,71
518,Letterman: The Last Giant of Late Night,Jason Zinoman,410
519,Ernie:,Ernest Borgnine,290
520,"Sex and the City and Us: How Four Single Women Changed the Way We Think, Live, and Love",Jennifer Keishin  Armstrong,333
521,Botanical Illustration: The Complete Guide,Leigh Ann Gale,557
522,"Creative, Inc.: The Ultimate Guide to Running a Successful Freelance Business",Joy Deangdeelert Cho,229
523,Between a Heart and a Rock Place: A Memoir,Pat Benatar,330
524,Watercolor Painting For Dummies,Colette Pitcher,477
525,The World Beneath: The Life and Times of Unknown Sea Creatures and Coral Reefs,Richard Smith,480
526,A Victorian Lady's Guide to Fashion and Beauty,Mimi Matthews,283
527,"60 Seconds to Shine, Volume 4: 101 Original One-Minute Monologues",Vearsa Limited,271
528,Learn Jazz Guitar Improvisation: The Charlie Christian Method,Joe Dochtermann,75
529,Cary Grant: A Brilliant Disguise,Scott Eyman,978
530,Best Contemporary Monologues for Men 18-35,Lawrence Harbison,240
531,Lessons from the Mountain,Mary McDonough,477
532,A Glorious Freedom: Older Women Leading Extraordinary Lives,Lisa Congdon,212
533,"Guide to the Pianist's Repertoire, Fourth Edition",Maurice Hinson,2409
534,Fretboard Secret Handbook (2nd Edition),Scott Su,185
535,The Tao of Jazz Improvisation: A Martial Arts Training Method for Jazz Improvisation,Sheldon Zandboer,71
536,Nothing General About It: How Love (and Lithium) Saved Me On and Off General Hospital,Maurice Benard,329
537,Calligraphy Workbook for Beginners,Maureen Peters,185
538,"Here's Johnny!: My Memories of Johnny Carson, The Tonight Show, and 46 Years of Friendship",Ed McMahon,232
539,Gentle on My Mind: In Sickness and in Health with Glen Campbell,Kim Campbell,269
540,Let Us Now Praise Famous Men,James Agee,548
541,Sweary Coloring Book: Swear Word Coloring Book,Sweary Coloring Book,32
542,Cronkite,Douglas Brinkley,1255
543,How To Practice Piano Effectively: 50+ Proven And Practical Tips,Angela Reid,44
544,The Story Behind: The Extraordinary History Behind Ordinary Objects,Emily Prokop,250
545,Girls Like That (NHB Modern Plays),Evan Placey,123
546,How Designers Think: The Design Process Demystified,Bryan Lawson,200
547,Short Scenes for Auditions and Acting Class,Frank Catalano,283
548,Your Training Notebook On Pop Music Special Chord Progressions,Scott Su,134
549,Guitar Chords!,Richard Moran,168
550,Me and My Piano Part 1,Fanny Waterman,48
551,"Ghosts of My Life: Writings on Depression, Hauntology and Lost Futures",Mark Fisher,280
552,Seinfeldia: How a Show About Nothing Changed Everything,Jennifer Keishin  Armstrong,418
553,Immaculate (NHB Modern Plays),Oliver Lansley,106
554,Laurel Canyon: The Inside Story of Rock-and-Roll's Legendary Neighborhood,Michael Walker,339
555,Then Sings My Soul Special Edition: 150 of the World's Greatest Hymns Stories,Robert J. Morgan,520
556,Guitar All-in-One For Dummies,Consumer Dummies,871
557,"Walkable City: How Downtown Can Save America, One Step at a Time",Jeff Speck,477
558,Make Your Art No Matter What: Moving Beyond Creative Hurdles,Beth Pickens,257
559,Singing For Dummies,Pamelia S. Phillips,531
560,John Coltrane Michael Brecker Legacy,Olegario Diaz,101
561,The Faber Music Piano Anthology,Melanie Spanswick,136
562,Learn Your Fretboard: The Essential Memorization Guide for Guitar (Book + Online Bonus),Luke Zecchin,68
563,Drums For Dummies,Jeff Strong,519
564,Snowflake (NHB Modern Plays),Mike Bartlett,106
565,"Me, Inc.: Build an Army of One, Unleash Your Inner Rock God, Win in Life and Business",Mr. Gene Simmons,217
566,In Performance: Contemporary Monologues for Teens,JV Mercanti,295
567,Piano Exercises For Dummies,David Pearl,299
568,Dinner with Friends (TCG Edition),Donald Margulies,113
569,The Laws Guide to Drawing Birds,John Muir Laws,106
570,Piano Chords Book,E. Kluitenberg,102
571,Low Level Panic (NHB Modern Plays),Clare McIntyre,96
572,The Piano Teacher's Survival Guide,Anthony Williams,347
573,The Weir,Conor McPherson,102
574,How to Write a Movie in 21 Days: The Inner Movie Method,Viki King,250
575,From Scales to Solos: Zonal Improvisation on Guitar,Graham Tippett,72
576,Classical Music For Dummies,David Pogue,603
577,Portrait Photography: Art and Techniques,Saraya Cortaville,327
578,"I Am Spartacus!: Making a Film, Breaking the Blacklist",Kirk Douglas,233
579,Oh Gussie!: Cooking and Visiting in Kimberly's Southern Kitchen,Kimberly Schlapman,348
580,Broadway Musicals: Show by Show,Stanley Green,492
581,The Kid Stays in the Picture: A Notorious Life,Robert Evans,693
582,Sketching,Jackie Simmonds,356
583,Ukulele Exercises For Dummies,Brett McQueen,373
584,Acrylic Painting For Dummies,Colette Pitcher,478
585,Botanical Illustration,Valerie Oxley,691
586,What Does This Button Do?: An Autobiography,Bruce Dickinson,441
587,Coloring Book for Adults & Grown Ups : An Easy & Quick Guide to Mastering Coloring for Stress Relieving Relaxation & Health Today!,Jason Potash,61
588,"The Forger's Spell: A True Story of Vermeer, Nazis, and the Greatest Art Hoax of the Twentieth Century",Edward Dolnick,584
589,Wild at Home: How to style and care for beautiful plants,Hilton Carter,324
590,Haunted New Orleans: History & Hauntings of the Crescent City,Troy Taylor,189
591,Tribes (NHB Modern Plays),Nina Raine,105
592,Fretboard Positions Diagram: A Guitar Fretboard Unscrambler,Marc Scheffel,282
593,Beyond Pentatonics,Graham Tippett,51
594,Crash and Burn,Artie Lange,365
595,Traci Lords: Underneath It All,Traci Lords,364
596,"Workin' It!: RuPaul's Guide to Life, Liberty, and the Pursuit of Style",RuPaul,159
597,"Zentangle Basics, Expanded Workbook Edition",Suzanne McNeill,75
598,"Altamont: The Rolling Stones, the Hells Angels, and the Inside Story of Rock's Darkest Day",Joel Selvin,452
599,Introduction to Design of Building Structures,Ahmad A. Hamid,356
600,Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race,Margot Lee Shetterly,487
601,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Holly Madison,427
602,The Magnolia Story (with Bonus Content),Chip Gaines,286
603,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,529
604,Kitchen Confidential,Anthony Bourdain,355
605,"The Rainbow Comes and Goes: A Mother and Son on Life, Love, and Loss",Anderson Cooper,248
606,"The Woman Who Smashed Codes: A True Story of Love, Spies, and the Unlikely Heroine Who Outwitted America's Enemies",Jason Fagone,612
607,"The Happiness Project, Tenth Anniversary Edition: Or, Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,437
608,Wild: A Journey from Lost to Found,Cheryl Strayed,444
609,"Tears of the Silenced: An Amish True Crime Memoir of Childhood Sexual Abuse, Brutal Betrayal, and Ultimate Survival",Misty Griffin,438
610,Fortune's Children: The Fall of the House of Vanderbilt,"Arthur T. Vanderbilt, II",780
611,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,511
612,"Outlaw Platoon: Heroes, Renegades, Infidels, and the Brotherhood of War in Afghanistan",Sean Parnell,457
613,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Jenna Miscavige Hill,469
614,Open Book,Jessica Simpson,417
615,Hunting the Jackal: A Special Forces and CIA Ground Soldier's Fifty-Year Career Hunting America's Enemies,Billy Waugh,332
616,"Seeking Allah, Finding Jesus: A Devout Muslim Encounters Christianity",Nabeel Qureshi,464
617,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,Michael Cohen,465
618,Compromised: Counterintelligence and the Threat of Donald J. Trump,Peter Strzok,474
619,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,459
620,Chaos Monkeys: Obscene Fortune and Random Failure in Silicon Valley,Antonio Garcia Martinez,757
621,Inside Out: A Memoir,Demi Moore,292
622,"Molly's Game: The True Story of the 26-Year-Old Woman Behind the Most Exclusive, High-Stakes Underground Poker Game in the World",Molly Bloom,313
623,Moveable Feast: The Restored Edition,Ernest Hemingway,290
624,"Same Kind of Different As Me Movie Edition: A Modern-Day Slave, an International Art Dealer, and the Unlikely Woman Who Bound Them Together",Ron Hall,364
625,In the Sanctuary of Outcasts: A Memoir,Neil White,368
626,Darkest Hour: How Churchill Brought England Back from the Brink,Anthony McCarten,304
627,The Indifferent Stars Above: The Harrowing Saga of the Donner Party,Daniel James Brown,505
628,The Mamba Mentality: How I Play,Kobe Bryant,226
629,"American Jezebel: The Uncommon Life of Anne Hutchinson, the Woman Who Defied the Puritans",Eve LaPlante,463
630,Stand by Your Truth: And Then Run for Your Life!,Rickey Smiley,278
631,John Adams: The Pulitzer Prize-Winning Biography,David McCullough,1140
632,The Jew Store: A Family Memoir,Stella Suberman,357
633,Crazy Horse and Custer: The Parallel Lives of Two American Warriors,Stephen E. Ambrose,764
634,"Women of Means: Fascinating Biographies of Royals, Heiresses, Eccentrics and Other Poor Little Rich Girls",Marlene Wagman-Geller,310
635,Wizard:: The Life and Times of Nikolas Tesla,Marc Seifer,969
636,The Education of an Idealist: A Memoir,Samantha Power,902
637,Benjamin Franklin: An American Life,Walter Isaacson,888
638,The Killer Across the Table: Unlocking the Secrets of Serial Killers and Predators with the FBI's Original Mindhunter,John Douglas,396
639,Delta Force: A Memoir by the Founder of the U.S. Military's Most Secretive Special-Operations Unit,Charlie A. Beckwith,456
640,Lyndon Johnson and the American Dream,Doris Kearns Goodwin,661
641,Fatal Charm: The Shocking True Story of Serial Wife Killer Randy Roth,Carlton Smith,410
642,"Never Caught: The Washingtons' Relentless Pursuit of Their Runaway Slave, Ona Judge",Erica Armstrong Dunbar,331
643,Nothing Daunted: The Unexpected Education of Two Society Girls in the West,Dorothy Wickenden,398
644,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",Shonda Rhimes,320
645,Memorial Drive: A Daughter's Memoir,Natasha Trethewey,169
646,The Story of the Trapp Family Singers,Maria A. Trapp,410
647,"A Serial Killer's Daughter: My Story of Faith, Love, and Overcoming",Kerri Rawson,382
648,"Every Man a Hero: A Memoir of D-Day, the First Wave at Omaha Beach, and a World at War",Ray Lambert,312
649,Oil and Marble: A Novel of Leonardo and Michelangelo,Stephanie Storey,418
650,Thirty Thousand Bottles of Wine and a Pig Called Helga: A not-so-perfect tree change,Todd Alexander,347
651,The Road to Jonestown: Jim Jones and Peoples Temple,Jeff Guinn,935
652,Bad Feminist: Essays,Roxane Gay,385
653,Running on Red Dog Road: And Other Perils of an Appalachian Childhood,Drema Hall Berkheimer,234
654,My Own Words,Ruth Bader Ginsburg,572
655,Etched in Sand: A True Story of Five Siblings Who Survived an Unspeakable Childhood on Long Island,Regina Calcaterra,339
656,"10% Happier Revised Edition: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story",Dan Harris,319
657,Slash,Slash,632
658,Guadalcanal Diary,Richard Tregaskis,310
659,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,Irin Carmon,449
660,Over the Top: A Raw Journey to Self-Love,Jonathan Van Ness,234
661,Stalin's Daughter: The Extraordinary and Tumultuous Life of Svetlana Alliluyeva,Rosemary Sullivan,892
662,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,411
663,The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine,Sue Monk Kidd,392
664,Plague of Corruption: Restoring Faith in the Promise of Science,Judy Mikovits,363
665,"I Escaped from Auschwitz: The Shocking True Story of the World War II Hero Who Escaped  the Nazis and Helped Save Over 200,000 Jews",Rudolf Vrba,533
666,Call the Midwife: Shadows of the Workhouse,Jennifer Worth,362
667,Shook One: Anxiety Playing Tricks on Me,Charlamagne Tha God,282
668,"Bonhoeffer Abridged: Pastor, Martyr, Prophet, Spy",Eric Metaxas,289
669,The Dog Who Came to Stay: A Memoir,Hal Borland,266
670,Idiot: Life Stories from the Creator of Help Helen Smash,Laura Clery,261
671,"Still Standing: Finding Light Inside a Guatemalan Prison, The Battle of an Innocent Woman",Anaité Alvarado,339
672,The Dirt: Confessions of the World's Most Notorious Rock Band,Tommy Lee,659
673,The Last Black Unicorn,Tiffany Haddish,244
674,My Story,Elizabeth Smart,364
675,John Wayne: The Life and Legend,Scott Eyman,1114
676,"Writing into the Wound: Understanding trauma, truth, and language",Roxane Gay,39
677,The Confession,James E. McGreevey,510
678,The Residence: Inside the Private World of the White House,Kate Andersen Brower,424
679,The Last Madam: A Life in the New Orleans Underworld,Chris Wiltz,333
680,"Raphael, Painter in Rome: A Novel",Stephanie Storey,387
681,"Member of the Family: My Story of Charles Manson, Life Inside His Cult, and the Darkness That Ended the Sixties",Dianne Lake,489
682,The Widow Clicquot: The Story of a Champagne Empire and the Woman Who Ruled It,Tilar J. Mazzeo,400
683,Andy and Don: The Making of a Friendship and a Classic American,Daniel de Vise,480
684,"Ladies Who Punch: The Explosive Inside Story of ""The View""",Ramin Setoodeh,408
685,"The Final Frontiersman: Heimo Korth and His Family, Alone in Alaska's Arctic Wilderness",James Campbell,406
686,"Following Atticus: Forty-Eight High Peaks, One Little Dog, and an Extraordinary Friendship",Tom Ryan,388
687,The Night Stalker: The Disturbing Life and Chilling Crimes of Richard Ramirez,Philip Carlo,789
688,Heart in the Right Place: A Memoir,Carolyn Jourdan,320
689,Capital Gaines: Smart Things I Learned Doing Stupid Stuff,Chip Gaines,262
690,Paul: A Biography,N. T. Wright,584
691,Don't Settle for Safe: Embracing the Uncomfortable to Become Unstoppable,Sarah Jakes Roberts,181
692,As You Wish: Inconceivable Tales from the Making of The Princess Bride,Cary Elwes,334
693,"Reading behind Bars: A True Story of Literature, Law, and Life as a Prison Librarian",Jill Grunenwald,338
694,The Trident: The Forging and Reforging of a Navy SEAL Leader,Jason Redman,480
695,Call the Midwife: Farewell to the East End,Jennifer Worth,399
696,Diamond Doris: The True Story of the World's Most Notorious Jewel Thief,Doris Payne,244
697,"The Princess Spy: The True Story of World War II Spy Aline Griffith, Countess of Romanones",Larry Loftis,528
